title,upload_date,video_id,viewCount,likeCount,commentCount,durationMs
The Christmas Song (Chestnuts Roasting On An Open Fire) (Lyric Video),2021-12-14T20:00:05Z,5Vjxlwjs7vc,580647,22938,1146,PT3M36S
Justin Bieber - Drummer Boy (Lyric Video) ft. Busta Rhymes,2021-12-13T23:00:31Z,k8IlIC7lasU,924409,46083,1978,PT3M46S
Justin Bieber - Someday At Christmas,2021-12-13T20:00:09Z,NToPWDAjeVA,663122,49361,2206,PT2M57S
Justin Bieber - Home This Christmas (Lyric Video) ft. The Band Perry,2021-12-13T17:00:32Z,X1LVouBkBMY,575094,36651,1794,PT3M25S
Justin Bieber - Christmas Love,2021-12-12T17:00:13Z,d_xYl5hpiRs,9132230,336257,9012,PT3M33S
Justin Bieber - The Making Of 'Ghost' (Vevo Footnotes),2021-12-10T17:00:31Z,SuY0xJ1SsKg,698237,43157,2218,PT3M36S
Wave Presents: Justin Bieber - An Interactive Virtual Experience,2021-11-22T23:04:27Z,UAhGvhvcoyY,1400320,78152,3842,PT32M51S
#JusticeWorldTour - https://www.justinbiebermusic.com/tour,2021-11-22T18:10:08Z,Q7umFEPSHpU,1250086,86824,1400,PT16S
Justin Bieber and Michael D. Ratner: The Making of “Our World” - A Conversation with Jason Kennedy,2021-11-08T16:47:31Z,w3uYy67vuH4,710286,39657,2122,PT3M10S
The other night was crazy,2021-11-04T16:07:54Z,nh5b7cH8a5U,632462,56379,1296,PT16S
Justin Bieber - Rockin' Around The Christmas Tree (Audio),2021-10-29T04:00:18Z,RGVEGOMPCEw,1607136,83280,4989,PT2M13S
Justin Bieber - Ghost (Behind The Scenes),2021-10-18T17:01:13Z,vYnXM2hxVYc,1639853,99272,2960,PT3M7S
Justin Bieber - Ghost (Lyric Video),2021-10-14T16:00:20Z,pmYNY-rBh00,1487207,75795,3962,PT2M34S
Nazar Teri Toofan - Teaser | Merry Christmas | Katrina Kaif | Vijay Sethupathi | Pritam | Papon,2024-01-03T13:30:31Z,u5VPk3l86X0,22161,276,27,PT22S
Bollywood 90s Item Songs - Video Jukebox | Dance Songs | 90s Hits Hindi Songs | Item Songs Bollywood,2024-01-03T13:00:07Z,9oBrJgLnrvA,24402,359,14,PT1H50S
The moves in Latka🔥💃#hindisongs #zaarayesmin #siddharthnigam #tipsofficial #dance,2024-01-03T11:30:06Z,7kQfJrL0P8E,25078,741,4,PT19S
Hold tight for a riveting tale that’ll keep you guessing at every turn! 😎#MerryChristmas,2024-01-03T10:31:03Z,qH-nNDlEPBs,8711,320,0,PT16S
Sridevi Prasanna -Teaser | Sai Tamhankar | Siddharth Chandekar | Vishal Modhave | Kumar Taurani,2024-01-03T06:00:00Z,065gceb3Tp0,13483,296,15,PT1M35S
Har Kisike Dil Mein Ek Ladki Ka Khayal Rehta Hai Song - Lyrical | Haan Maine Bhi Pyaar Kiya,2024-01-03T03:30:10Z,VFAnkjtGTcY,38975,383,26,PT5M55S
Only 10 days until you’re swept away! 😶‍🌫️#MerryChristmas in cinemas on Jan 12🎄 #katrinakaif,2024-01-02T13:30:10Z,RsBjvqwuiZI,12441,572,2,PT21S
Hits Of Ajay Devgn | 90's Bollywood Romantic Songs | Love Songs |  Video Jukebox | Hindi Hit Songs,2024-01-02T12:30:08Z,8NIWCMYVX34,78371,616,26,PT1H34M29S
Catch ‘Nazar Teri Toofan’ with us on the 4th of January! 🎶#MerryChristmas in cinemas on Jan 12🎄,2024-01-02T12:04:03Z,pjZi4_2vwAw,24659,515,5,PT21S
"Ek Raja Hai Ek Rani Hai - Lofi Mix | Ek Rishtaa | Amitabh, Raakhee | Mohd. Aziz, Anuradha Paudwal",2024-01-02T04:30:09Z,R8Ie2DPJQW4,66385,433,22,PT3M
90's Love Songs - Video Jukebox | 90's Hits Hindi Songs | Romantic Hindi Song | 90's Bollywood Songs,2024-01-01T12:30:06Z,D8dMC04Wf8I,78802,642,26,PT1H29M17S
"Tu Dharti Pe Chaahe Jahan Bhi Rahegi - Lyrical | Jeet | Karisma, Sunny Deol | 90's Love Song",2024-01-01T04:30:05Z,AALKBLDdxN4,140492,780,38,PT6M37S
Bollywood Party Mix | New Year Party 2024 | Party Songs Hindi | Non-Stop Hits | Video Jukebox,2023-12-31T12:30:26Z,tdcRrgVeXIU,180145,1160,34,PT1H10M33S
"Come along, we’ll take you time travelling 🧳#MerryChristmas in cinemas on Jan 12 🎄#katrinakaif",2023-12-31T09:03:25Z,SZ1I5Nwtcu8,16879,562,4,PT16S
Meri Aawargi Meri Deewangi - Lyrical | Good Boy Bad Boy | Himesh Reshammiya | New Year Party Song,2023-12-31T03:30:15Z,W9CvMjqchIE,113609,711,30,PT3M45S
Saturday Night Party Playlist | Bollywood Party Mix 2024 | Dance Songs | Party Songs | Video Jukebox,2023-12-30T12:30:40Z,fLZ2m1XcLu4,125088,853,24,PT43M37S
They made their choice. You should too! Watch #MerryChristmas In Cinemas on Jan 12 #katrinakaif,2023-12-30T07:38:58Z,jDKUfDUXSkQ,21981,655,8,PT19S
We don’t plan out on missing anything! 🎅🏼✨#MerryChristmas in cinemas on Jan 12 🎄#katrinakaif,2023-12-30T05:30:06Z,RQOXoDqhNXU,15706,572,4,PT16S
Party Songs | Katrina Kaif | Saif Ali Khan | Party Songs | Dance Hits | Hindi Romantic Songs | Race,2023-12-30T03:30:09Z,STCBOK-BeaU,127497,705,24,PT10M16S
Every frame speaks for itself #MerryChristmas in cinemas on Jan 12 #katrinakaif #vijaysethupati,2023-12-30T03:30:05Z,K1lWla2b8e8,12397,609,1,PT16S
#MerryChristmasTitleTrack ✅ #MerryChristmas in cinemas on Jan 12 🎄#katrinakaif #vijaysethupati,2023-12-29T13:30:17Z,mR5eQTUOJDg,22389,817,7,PT19S
Bollywood Party Mix 2024 | Dance Songs | Party Songs Hindi | New Year Party Songs | Video Jukebox,2023-12-29T13:30:05Z,DASoX0e_gFE,222197,1550,25,PT56M13S
#HappyBirthdayTwinkleKhanna | 90's Love Songs | Hindi Songs | Humko Sirf Tumse Pyaar Hai,2023-12-29T12:54:56Z,X8ZO5r9eeD0,17860,400,28,PT1M51S
This mystery is magical🤩#MerryChristmas|incinemas on Jan 12#katrinakaif #vijaysethupati#tipsofficial,2023-12-29T12:44:45Z,cKhxIImGtO0,19182,802,7,PT22S
Ishq Di Gali Vich No Entry | Lat Lag Gayee | Dhating Naach |Bollywood Party Mix |New Year Party 2024,2023-12-29T04:30:19Z,j63xIXQKTbk,119274,757,28,PT10M11S
Bobby Deol 90's Hits | Video Jukebox | Bollywood 90's Songs | 90's Love Songs | Songs Bollywood,2023-12-28T14:00:14Z,BAHEGRDiWpU,66897,526,36,PT1H3M4S
Get grooving #Latka is now available on @spotifyindia6110 #hindisongs #tipsofficial #zaarayesmin,2023-12-28T12:09:14Z,AFsK8yOOJI4,47602,1508,13,PT18S
When you Miss Her On Party Season | #hindisongs | Party Songs | 90's Hindi Hits,2023-12-28T11:42:11Z,FGUUTBadpws,12480,273,12,PT1M21S
Stream #MerryChristmasTitleTrack on your favorite OTT platform #hindisongs #bollywoodsongs#lovesongs,2023-12-28T11:08:31Z,-ievJwrKPNA,15688,710,5,PT21S
Mubarak Mubarak Yeh Shaadi Tumhari - Lofi Mix | Haan Maine Bhi Pyaar Kiya | Udit Narayan | Lofi Song,2023-12-28T04:30:10Z,ITClBYpEwQA,81225,570,32,PT3M41S
"Fancy, Ella es una fresa #harleyquinn #shorts #marshmello #fuerzaregida",2023-12-17T02:07:21Z,5OaYJP-PvhQ,63218,4264,81,PT22S
"Always feel the love in Asia, gotta stay longer next time #Japan #Thailand #Singapore #Shorts",2023-12-12T23:16:53Z,oJjFumQmJrs,86610,6909,189,PT33S
"HARLEY QUINN LIVE #marshmello #fuerzaregida “Fancy, ella es una fresa”  #shorts #harleyquinn",2023-11-28T22:03:31Z,f-hjYgCrS7s,288898,16216,142,PT19S
Chile and Guatemala were incredible,2023-11-07T00:31:54Z,tVMyu9ovXMc,121892,8438,136,PT32S
"Marshmello, Polimá Westcoast - Super High (Visualizer)",2023-11-03T04:00:37Z,whcPftPjunY,256724,6588,173,PT2M36S
"Marshmello, LiL CaKe, Brray - Tusi (Visualizer)",2023-11-03T04:00:37Z,y1FHnE9Cfoo,256685,7385,303,PT2M53S
"Marshmello, Anuel AA - Alcohol (Visualizer)",2023-11-03T04:00:29Z,p0PQbVnEKHw,1934648,69326,3622,PT2M54S
"Marshmello, Luisa Sonza - Sou Musa do Verão (Visualizer)",2023-11-03T04:00:27Z,pQ6ZV_sg0sY,5578218,95789,2477,PT3M10S
"Marshmello, ChocQuibTown - Dónde Están Que No Los Veo (Visualizer)",2023-11-03T04:00:16Z,VffuvOgx6mk,85222,3492,120,PT3M39S
"Marshmello, Nicky Jam - Say Woah! (Visualizer)",2023-11-03T04:00:10Z,HkcWGGvaFAc,104225,5081,123,PT2M20S
Oh and he’s on my new album Sugar Papi,2023-11-02T17:07:12Z,BHCl5fDE9qQ,111300,7308,75,PT28S
Dome Lipa approves 🤝,2023-10-30T19:44:01Z,no6daf6ymQE,236120,12113,169,PT34S
Any guesses on features for Sugar Papi?,2023-10-26T20:57:18Z,P_ilEbQ1UOA,37542,2790,42,PT9S
"Marshmello, Manuel Turizo - El Merengue (Premios Billboard de la Música Latina 2023)",2023-10-25T16:00:36Z,denXJzWaLjU,238476,5205,213,PT3M58S
"Marshmello, P!NK, Sting - Dreaming (Official Audio)",2023-10-20T04:00:00Z,1rCi9lHwPLU,324897,9855,438,PT2M52S
this moment #silence,2023-10-17T19:54:09Z,HMjjmERA-NM,274963,22587,278,PT21S
"Marshmello, Dove Cameron - Other Boys (San Pacho Remix - Official Audio)",2023-10-13T04:00:40Z,zBdO-_rJDAI,85487,3769,196,PT2M38S
"Marshmello, Dove Cameron, Chapter & Verse - Other Boys (Chapter & Verse Remix - Audio)",2023-10-13T04:00:06Z,4VUY4YdPo-U,27589,1281,64,PT3M
"Marshmello, Dove Cameron, Guz - Other Boys (Guz Remix - Official Audio)",2023-10-13T04:00:06Z,BPDV6pLToZ4,24019,1448,77,PT2M45S
Snitches get stitches lol,2023-10-10T22:29:09Z,ZD2lqePKi8U,2179644,108750,738,PT13S
SUGAR PAPI NOV 3,2023-10-06T17:19:35Z,RvzMCzctApM,123744,5708,75,PT19S
Marshmallow Game Gone Wrong #shorts #marshmello,2023-10-03T23:22:11Z,P0uFdZC1jP8,135324,5527,64,PT15S
I don’t take requests often but when i do… #shorts,2023-10-02T23:20:08Z,5BsEGen_viQ,194509,11309,132,PT20S
When she says there’s no other boys #shorts,2023-09-23T20:00:03Z,8hgieRAdd-o,124011,10647,184,PT17S
"Marshmello, Young Miko - Tempo (Official Lyric Video)",2023-09-13T15:00:02Z,3JiaOL_OXBs,372964,11353,321,PT1M49S
"Marshmello, Dove Cameron - Other Boys (Official Lyric Video)",2023-09-08T04:00:08Z,duDrXMiYmv4,1596631,56063,1196,PT2M21S
Anything for my fans! #shorts #marshmello,2023-08-31T20:25:32Z,75ZTRjMa5v4,277955,16363,246,PT26S
Súbeme el tempo📸 #marshmello #youngmiko #photodump #shorts,2023-08-25T20:35:21Z,0GZv7WN6RVU,110916,7267,87,PT11S
How I Sampled Wolves w/ Selena Gomez For A New Beat #shorts #Wolves,2023-08-23T22:52:30Z,AAXcYoYYPq0,209818,14251,196,PT24S
"Marshmello, Young Miko - Tempo (Official Video)",2023-08-17T22:00:08Z,4JVxRDY_dGw,10404168,222854,2390,PT1M55S
Taylor Swift - You're Losing Me (From The Vault),2023-11-29T13:00:47Z,pQq9eP5OFhw,7336760,273011,15554,PT4M39S
"Rent on demand starting … you guessed it, December 13 🫶💋",2023-11-27T20:21:45Z,zz9YgUoisOA,1053741,127397,7824,PT1M1S
✨🫶 My name is Taylor and I was born in 1989 🫶✨,2023-10-31T20:08:57Z,vaRGgiGfsw4,1198456,168951,5348,PT19S
Taylor Swift - Is It Over Now? (Taylor's Version) (From The Vault) (Lyric Video),2023-10-27T04:00:36Z,tNxUxm3-658,13931184,214902,6386,PT3M55S
Taylor Swift - Now That We Don't Talk (Taylor's Version) (From The Vault) (Lyric Video),2023-10-27T04:00:36Z,yF4ulRTCn44,9599478,169832,4976,PT2M32S
Taylor Swift - Wildest Dreams (Taylor's Version) (Lyric Video),2023-10-27T04:00:35Z,vtW_4j7SsZk,5735516,135130,2753,PT3M46S
Taylor Swift - Bad Blood (Taylor's Version) (Lyric Video),2023-10-27T04:00:34Z,lUvBk4owRNU,4627058,131936,3835,PT3M37S
Taylor Swift - How You Get The Girl (Taylor's Version) (Lyric Video),2023-10-27T04:00:34Z,rnwD7veCoFQ,2718029,79745,1694,PT4M13S
Taylor Swift - Out Of The Woods (Taylor's Version) (Lyric Video),2023-10-27T04:00:33Z,gp1MR2WAAXY,5202744,123330,3316,PT4M2S
Taylor Swift - Blank Space (Taylor's Version) (Lyric Video),2023-10-27T04:00:32Z,gir8BEqAutk,8672928,220480,5608,PT3M57S
Taylor Swift - Shake It Off (Taylor's Version) (Lyric Video),2023-10-27T04:00:32Z,mvVBuG4IOW4,4493046,128495,3783,PT3M45S
"Taylor Swift - ""Slut!"" (Taylor's Version) (From The Vault) (Lyric Video)",2023-10-27T04:00:30Z,qrxsceexTBw,5851093,163673,4239,PT3M6S
Taylor Swift - All You Had To Do Was Stay (Taylor's Version) (Lyric Video),2023-10-27T04:00:20Z,_Usd5X5XJXM,2967698,70120,1354,PT3M19S
Taylor Swift - Suburban Legends (Taylor's Version) (From The Vault) (Lyric Video),2023-10-27T04:00:19Z,ZGBPKYbzSXs,3313136,83269,2217,PT2M57S
Taylor Swift - Welcome To New York (Taylor's Version) (Lyric Video),2023-10-27T04:00:16Z,FsGdznlfE2U,6291514,146385,4116,PT3M38S
Taylor Swift - Clean (Taylor's Version) (Lyric Video),2023-10-27T04:00:10Z,AppsjTInqiw,4916407,129670,3336,PT4M37S
Taylor Swift - You Are In Love (Taylor's Version) (Lyric Video),2023-10-27T04:00:09Z,M7ySK0keirY,2751186,79203,2369,PT4M33S
Taylor Swift - Wonderland (Taylor's Version) (Lyric Video),2023-10-27T04:00:08Z,JhICcmiIE80,2883867,79368,1667,PT4M11S
Taylor Swift - Say Don't Go (Taylor's Version) (From The Vault) (Lyric Video),2023-10-27T04:00:06Z,C-z-IckrQK8,7465776,151540,4127,PT4M46S
Taylor Swift - I Wish You Would (Taylor's Version) (Lyric Video),2023-10-27T04:00:03Z,89aQIli8aVU,2303066,64593,1335,PT3M33S
Taylor Swift - Style (Taylor's Version) (Lyric Video),2023-10-27T04:00:02Z,2JgvVfOfoWI,11197802,274489,8644,PT3M56S
Taylor Swift - New Romantics (Taylor's Version) (Lyric Video),2023-10-27T04:00:01Z,3-BcH7KowGE,4094832,123318,4793,PT3M56S
Taylor Swift - I Know Places (Taylor's Version) (Lyric Video),2023-10-27T04:00:00Z,0jTGzm-6cYE,3103739,92642,2771,PT3M21S
Taylor Swift - Cruel Summer (Live from Taylor Swift | The Eras Tour),2023-10-19T00:30:25Z,xB-RZqcoIgo,3442433,229216,12236,PT3M55S
Taylor Swift - Cruel Summer (LP Giobbi Remix),2023-10-19T00:30:06Z,GBb8vC0DeXY,697435,58335,3850,PT3M19S
The Eras Tour concert film is now officially coming to theaters WORLDWIDE on Oct 13! 🩵,2023-09-26T11:58:51Z,KzNLM4nmRak,1342153,154493,4998,PT31S
"Thank you for making these reveals so much chaotic fun (which is the best kind of fun, after all 😜)",2023-09-20T22:13:54Z,US0OipWyYro,858395,109883,2253,PT29S
TAYLOR SWIFT | THE ERAS TOUR Concert Film Official Trailer,2023-08-31T12:17:49Z,KudedLV0tP0,11559545,414300,19642,PT1M30S
Pre order 1989 (Taylor’s Version) now on my site 🩵😎🩵,2023-08-10T06:26:11Z,0FZULHCZKBc,1492416,156159,4578,PT16S
Summer forecast: Cruel. 😎,2023-07-21T18:56:15Z,okPrv0o_7GQ,2510046,231508,5075,PT26S
Eminem | Fortnite’s The Big Bang Event,2023-12-02T22:57:31Z,By7NMf3C7xk,880280,81536,1754,PT26S
Eminem Takes the Stage in Fortnite’s The Big Bang Event,2023-12-02T20:15:44Z,gmlKBsPCiUk,4564496,204812,10640,PT3M19S
Eminem - Don’t Front (feat. Buckshot) [Official Audio],2023-11-07T17:58:43Z,OUZoRT_T0Rg,2634376,159481,10257,PT4M45S
Discombobulated [Official Audio],2023-06-22T01:56:19Z,kzxnrgelES8,1853094,45197,2896,PT4M13S
Thus Far - Interlude [Official Audio],2023-06-22T01:55:46Z,4Rc1x2nww1U,544144,4873,167,PT17S
Zeus (feat. White Gold) [Official Audio],2023-06-22T01:55:16Z,ktEROM95JXo,2070604,32166,1340,PT3M51S
Killer [Official Audio],2023-06-22T01:54:41Z,ANzYzZOQOLk,878439,17916,685,PT3M15S
She Loves Me [Official Audio],2023-06-22T01:54:06Z,7o1bslaG4h0,745683,17324,604,PT3M25S
Key - Skit [Official Audio],2023-06-22T01:53:36Z,qPYx6QNENXo,433081,8447,441,PT58S
These Demons (feat. MAJ) [Official Audio],2023-06-22T01:52:58Z,kfERO0-jdtw,867501,20123,709,PT3M28S
Higher [Official Audio],2023-06-22T01:52:20Z,MXivkoMg_WE,910490,20812,702,PT3M43S
Gnat [Official Audio],2023-06-22T01:51:47Z,stqBp63EZ10,891077,20976,925,PT3M45S
Guns Blazing (feat. Dr Dre & Sly Pyper) [Official Audio],2023-06-22T01:51:14Z,jkhdzOK0JtQ,935633,20551,631,PT3M17S
Favorite Bitch (feat. Ty Dolla $ign) [Official Audio],2023-06-22T01:50:25Z,aaizv9m616c,1034546,22774,832,PT3M57S
Book of Rhymes (feat. DJ Premier) [Official Audio],2023-06-22T01:49:49Z,rHZSSzjZLBs,1668409,32997,1384,PT4M50S
Tone Deaf [Official Audio],2023-06-22T01:49:03Z,9yttueXMFs8,1453416,33414,1661,PT4M51S
Alfred's Theme [Official Audio],2023-06-22T00:01:52Z,Bq6T0a2o6Lw,1497453,39281,1985,PT5M40S
Black Magic (feat. Skylar Grey) [Official Audio],2023-06-21T23:59:57Z,ijZwWUo_be4,2703060,68442,2479,PT2M55S
Alfred - Intro [Official Audio],2023-06-21T23:57:36Z,xVpiQQsq44Y,2089646,26929,1385,PT18S
Eminem - Won't Back Down (Ft. P!nk) [Lyric Video] ft. P!nk,2022-09-12T16:00:13Z,NI4qHvsjz7I,8076130,264349,10945,PT4M26S
"Eminem, 50 Cent - Is This Love ('09) [Visualizer]",2022-09-06T16:00:31Z,Zl64MRAqQxk,7618202,284137,9401,PT3M34S
"Eminem, Snoop Dogg - From The D 2 The LBC (VMAs)",2022-09-05T18:48:18Z,cE2E6bj0Hg4,2199320,123797,5266,PT4M29S
Eminem - Rap God (Mr. Cii Remix) [Official Audio],2022-08-11T01:13:13Z,OiBSeGoc9FQ,2198481,100845,6011,PT6M17S
Eminem ft. 50 Cent - Is This Love (’09) [Official Audio],2022-08-11T01:12:24Z,qaba5mffrcw,2600684,103734,5117,PT3M33S
Eminem - Cinderella Man (Lyric Video),2022-08-10T16:00:41Z,vs-Bsqt5ooQ,7589611,278101,9086,PT4M39S
"Eminem, Dr. Dre, & 50 Cent - Crack A Bottle (Official Music Video)",2022-08-01T16:00:22Z,_wN3wl473M0,13822870,437199,15853,PT5M4S
Eminem & Snoop Dogg Interview | Forgotten Beach Scene,2022-07-25T15:28:04Z,7MO_hy5NyIw,2119643,188892,2357,PT51S
Eminem & Snoop Dogg - From The D 2 The LBC [Official Music Video],2022-06-24T04:00:15Z,RjrA-slMoZ4,91483345,2515579,99499,PT4M47S
"Eminem ft. CeeLo Green - ""The King And I""",2022-06-16T17:25:04Z,EksSDDte7EM,5128029,214831,15624,PT3M14S
Eminem - Replacement for White America,2022-01-28T19:21:21Z,hAafcgZkots,10,5029,108,PT5M57S
